fid,timestamp,latitude,longitude,target
1514865600-1.236.7,2018-01-02 04:00:00,-1.2070830494699412,36.72841407972923,0
1514865600-1.336.9,2018-01-02 04:00:00,-1.3508950394231587,37.04362002256296,0
1514865600-1.336.9,2018-01-02 04:00:00,-1.2475582305659245,36.831919524011916,0
1514865600-1.137.0,2018-01-02 04:00:00,-1.0382296184948314,37.066217250087014,0
1514869200-1.336.9,2018-01-02 05:00:00,-1.4579460891555414,36.85255015643947,0
1514869200-1.436.7,2018-01-02 05:00:00,-1.3163093402097248,36.66207138454609,0
1514869200-1.437.0,2018-01-02 05:00:00,-1.574538295571215,36.973815229536726,0
1514872800-1.236.9,2018-01-02 06:00:00,-1.2340851196249758,36.92622519261041,0
1514872800-1.336.9,2018-01-02 06:00:00,-1.389051377384836,36.848720746334855,0
1514872800-1.336.8,2018-01-02 06:00:00,-1.3764473902481122,36.79231373588519,0
1514872800-1.236.9,2018-01-02 06:00:00,-1.308748518409043,37.00879407582039,0
1514872800-1.336.8,2018-01-02 06:00:00,-1.4122238762209534,36.802422249098896,0
1514872800-1.336.9,2018-01-02 06:00:00,-1.1325115495041131,37.082644929548195,0
1514872800-1.236.9,2018-01-02 06:00:00,-1.1237924636928687,36.89645921436897,0
1514872800-1.336.8,2018-01-02 06:00:00,-1.3020056403126783,36.71348536772453,0
1514872800-1.336.9,2018-01-02 06:00:00,-1.1700623147938403,36.851337895969095,0
1514872800-1.336.8,2018-01-02 06:00:00,-1.3184766610460725,36.81733327758442,0
1514872800-1.336.8,2018-01-02 06:00:00,-1.276180974059121,36.86900237315815,0
1514872800-1.336.8,2018-01-02 06:00:00,-1.4474258991331448,36.80649487604783,0
1514876400-1.037.1,2018-01-02 07:00:00,-1.1910441055718342,37.19551402603454,0
1514876400-1.436.8,2018-01-02 07:00:00,-1.3293453901952579,36.85076597914312,0
1514876400-1.236.9,2018-01-02 07:00:00,-1.1201275529151915,36.81060048580834,0
1514880000-1.336.8,2018-01-02 08:00:00,-1.2499429739810741,36.92959085482904,0
1514880000-1.336.9,2018-01-02 08:00:00,-1.2542444941840678,36.85637795330943,0
1514880000-1.137.0,2018-01-02 08:00:00,-1.0784007271984364,36.991613719149676,0
1514880000-1.336.9,2018-01-02 08:00:00,-1.5072395863131405,36.98296356781921,0
1514880000-1.336.9,2018-01-02 08:00:00,-1.3752538412202056,36.82972847963279,0
1514883600-1.036.6,2018-01-02 09:00:00,-1.1066761295303456,36.538489413865875,0
1514883600-1.336.8,2018-01-02 09:00:00,-1.296051280864328,36.88979037800644,0
1514883600-1.336.8,2018-01-02 09:00:00,-1.2840511239319017,36.6787826192025,0
1514883600-1.336.8,2018-01-02 09:00:00,-1.254368789056337,36.80774886187043,0
1514887200-1.336.8,2018-01-02 10:00:00,-1.3197423689630619,36.84625450830609,0
1514887200-1.336.9,2018-01-02 10:00:00,-1.0708271662165334,37.065354769125385,0
1514887200-1.437.3,2018-01-02 10:00:00,-1.4326341726364438,37.182942883523296,0
1514887200-1.436.9,2018-01-02 10:00:00,-1.335738264422153,36.82917759083823,0
1514887200-1.336.8,2018-01-02 10:00:00,-1.4182912028306414,36.93041009169056,0
1514890800-1.236.9,2018-01-02 11:00:00,-1.2799143594232472,36.94473425705353,0
1514890800-1.436.9,2018-01-02 11:00:00,-1.5473507275040388,37.00667922395928,0
1514890800-1.137.0,2018-01-02 11:00:00,-1.1242268685407986,36.971459759309326,0
1514890800-0.737.0,2018-01-02 11:00:00,-0.8309668435471499,36.95347914150845,0
1514890800-1.336.9,2018-01-02 11:00:00,-1.3160276704490235,36.87382772893124,0
1514890800-1.336.8,2018-01-02 11:00:00,-1.5340791997480006,36.90661127873573,0
1514894400-1.236.7,2018-01-02 12:00:00,-1.160124240815381,36.65852921897907,0
1514894400-1.337.0,2018-01-02 12:00:00,-1.1537979246290668,37.12722250643193,0
1514894400-1.436.8,2018-01-02 12:00:00,-1.385706308192721,36.92002193186842,0
1514894400-1.437.0,2018-01-02 12:00:00,-1.499069733435084,37.01255794866534,0
1514901600-1.336.8,2018-01-02 14:00:00,-1.3686170938193891,36.84672128269144,0
1514905200-1.236.9,2018-01-02 15:00:00,-1.1987991591766884,36.85485401416723,0
1514908800-1.336.8,2018-01-02 16:00:00,-1.3664642957696818,36.96864170806156,0
1514908800-1.436.9,2018-01-02 16:00:00,-1.5057370264060013,36.77296378553776,0
1514908800-1.337.0,2018-01-02 16:00:00,-1.2750302936518143,37.107914444152186,0
1514908800-1.336.8,2018-01-02 16:00:00,-1.235744449903883,36.85572104890647,0
1514912400-1.336.8,2018-01-02 17:00:00,-1.4753284559495314,36.83008173418013,0
1514912400-1.336.8,2018-01-02 17:00:00,-1.1638135424141864,36.81560495469873,0
1514912400-1.336.9,2018-01-02 17:00:00,-1.2118594263222418,36.796308532811196,0
1514912400-1.336.7,2018-01-02 17:00:00,-1.2299275446782618,36.6195233280139,0
1514912400-1.237.0,2018-01-02 17:00:00,-0.9255855432835325,36.987974362748886,0
1514912400-1.437.6,2018-01-02 17:00:00,-1.408436354727176,37.550872954293816,0
1514916000-1.236.9,2018-01-02 18:00:00,-1.3524406433778333,36.93284000060479,0
1514916000-1.137.0,2018-01-02 18:00:00,-1.0896961768396924,36.89325299496129,0
1514916000-1.236.9,2018-01-02 18:00:00,-1.225164757519658,37.00687776313454,0
1514916000-1.336.8,2018-01-02 18:00:00,-1.1986416037821455,36.720276538470024,0
1514919600-1.236.9,2018-01-02 19:00:00,-1.2813719911823307,36.75084926136192,0
1514919600-1.336.7,2018-01-02 19:00:00,-1.2191302499326568,36.65128589910847,0
1514919600-1.336.7,2018-01-02 19:00:00,-1.4510422901409394,36.65974581574512,0
1514923200-1.236.8,2018-01-02 20:00:00,-1.166140111693529,36.731695208376856,0
1514923200-1.336.9,2018-01-02 20:00:00,-1.3859644955962853,36.907875607022056,0
1514923200-1.336.8,2018-01-02 20:00:00,-1.134694142705377,36.693765627146085,0
1514923200-1.336.8,2018-01-02 20:00:00,-1.4483754949160446,36.70897835332905,0
1514923200-1.236.9,2018-01-02 20:00:00,-1.2999658409405197,36.88593821307302,0
1514923200-1.436.9,2018-01-02 20:00:00,-1.5505328702884407,36.89691454445577,0
1514926800-1.336.7,2018-01-02 21:00:00,-1.2807788820067416,36.59368915144749,0
1514926800-1.436.8,2018-01-02 21:00:00,-1.4809685460807964,36.89965241114395,0
1514930400-1.336.8,2018-01-02 22:00:00,-1.346754585721556,36.72157333306532,0
1514934000-1.236.8,2018-01-02 23:00:00,-1.240028461812124,36.75988185447403,0
1514937600-1.036.6,2018-01-03 00:00:00,-1.0376068992750906,36.592666878400294,0
1514944800-1.437.0,2018-01-03 02:00:00,-1.5221617568194596,37.10050597912278,0
1514948400-1.236.9,2018-01-03 03:00:00,-1.1894455828922224,36.95947405368559,0
1514952000-1.336.7,2018-01-03 04:00:00,-1.4747625083624416,36.81610164189089,0
1514955600-1.336.8,2018-01-03 05:00:00,-1.1720820662627545,36.827837185355975,0
1514955600-1.336.7,2018-01-03 05:00:00,-1.1017312001682082,36.75649821380243,0
1514955600-1.336.8,2018-01-03 05:00:00,-1.3290557437498156,36.79761716169205,0
1514959200-1.436.9,2018-01-03 06:00:00,-1.4820174967431017,36.98866390284091,0
1514959200-1.336.7,2018-01-03 06:00:00,-1.2340551012032772,36.509729364161984,0
1514959200-1.236.9,2018-01-03 06:00:00,-1.2423909330598744,36.94312098315285,0
1514962800-1.436.8,2018-01-03 07:00:00,-1.3411390918415718,36.864703431663486,0
1514962800-1.236.9,2018-01-03 07:00:00,-1.1803371475711413,37.11608293570279,0
1514962800-0.936.6,2018-01-03 07:00:00,-0.9185584366185765,36.48658338678132,0
1514966400-1.336.9,2018-01-03 08:00:00,-1.3162465564493777,36.826832507292146,0
1514970000-1.336.8,2018-01-03 09:00:00,-1.127946884914804,36.732115213403105,0
1514970000-1.336.9,2018-01-03 09:00:00,-1.304281262284827,36.806315114943004,0
1514970000-1.536.8,2018-01-03 09:00:00,-1.675597250267574,36.746033379452605,0
1514970000-1.336.8,2018-01-03 09:00:00,-1.1232278350209253,37.030456956101126,0
1514973600-1.037.1,2018-01-03 10:00:00,-0.9098617205128194,37.08191185437204,0
1514973600-1.336.7,2018-01-03 10:00:00,-1.5059029790109006,36.641276548387374,0
1514973600-1.336.9,2018-01-03 10:00:00,-1.2313170246549798,36.82765901172653,0
1514973600-1.336.9,2018-01-03 10:00:00,-1.2598404253588078,37.065718446753976,0
1514977200-1.336.9,2018-01-03 11:00:00,-1.1634483595819627,36.87558977498089,0
1514977200-1.236.9,2018-01-03 11:00:00,-1.3382861663628751,36.8577113457606,0
1514977200-1.236.9,2018-01-03 11:00:00,-0.9097664467940592,36.987138549276374,0
1514977200-1.036.6,2018-01-03 11:00:00,-1.0035461577604243,36.49139474066327,0
1514977200-1.236.9,2018-01-03 11:00:00,-1.2362889242522825,36.85823033309095,0
1514977200-1.237.0,2018-01-03 11:00:00,-0.9937091400927597,37.02898010616714,0
1514980800-1.436.9,2018-01-03 12:00:00,-1.3145407518053616,37.003645030954765,0
1514980800-1.436.9,2018-01-03 12:00:00,-1.537021332129327,36.96643455313923,0
1514980800-1.336.9,2018-01-03 12:00:00,-1.0964794920685241,36.95327003275097,0
1514984400-1.137.0,2018-01-03 13:00:00,-1.0985660224156764,36.9296143028475,0
1514984400-1.037.1,2018-01-03 13:00:00,-1.0357371407075016,36.908736457623625,0
1514984400-1.436.9,2018-01-03 13:00:00,-1.340084980466317,36.99408334746527,0
1514984400-1.436.8,2018-01-03 13:00:00,-1.3585636254023594,36.79007683198066,0
1514984400-1.236.9,2018-01-03 13:00:00,-1.306048680489506,36.88089564021165,0
1514988000-1.336.8,2018-01-03 14:00:00,-1.2095064641201114,36.835689000631945,0
1514988000-1.236.8,2018-01-03 14:00:00,-1.0853867474842342,37.037951646943775,0
1514988000-1.336.9,2018-01-03 14:00:00,-1.212652288183745,36.856055258563266,0
1514988000-1.236.9,2018-01-03 14:00:00,-1.258521319648315,36.994049262191176,0
1514988000-1.236.9,2018-01-03 14:00:00,-1.3581097391850523,36.86270975576568,0
1514991600-1.336.8,2018-01-03 15:00:00,-1.2304272547190824,36.698081029079674,0
1514991600-1.436.9,2018-01-03 15:00:00,-1.4392211158276451,36.99179879229404,0
1514991600-1.236.9,2018-01-03 15:00:00,-1.3681136638853144,37.05757711603285,0
1514991600-1.336.7,2018-01-03 15:00:00,-1.3010746670356634,36.64823524144297,0
1514991600-1.336.8,2018-01-03 15:00:00,-1.18153106958936,36.9359922085128,0
1514995200-1.336.8,2018-01-03 16:00:00,-1.4082093042466595,36.940829672325854,0
1514995200-1.436.9,2018-01-03 16:00:00,-1.5273251924805977,37.04703851888533,0
1514995200-1.336.8,2018-01-03 16:00:00,-1.3935843893114581,36.77087197810821,0
1514998800-1.336.8,2018-01-03 17:00:00,-1.3678627442566968,36.663037939812504,0
1514998800-1.336.9,2018-01-03 17:00:00,-1.3420065289300969,36.65818145267361,0
1514998800-1.336.8,2018-01-03 17:00:00,-1.2769890851569654,36.716492952430315,0
1514998800-1.336.8,2018-01-03 17:00:00,-1.3068971418522701,36.85566546166296,0
1514998800-0.936.6,2018-01-03 17:00:00,-0.9082130758370601,36.48255952441759,0
1515002400-1.336.7,2018-01-03 18:00:00,-1.2635676612244338,36.70906510101201,0
1515002400-1.336.7,2018-01-03 18:00:00,-1.4064570932442688,36.76511008892524,0
1515002400-1.236.7,2018-01-03 18:00:00,-1.1854534119216453,36.71102188758692,0
1515002400-1.336.9,2018-01-03 18:00:00,-1.4951478523035515,36.922777808352734,0
1515002400-1.336.9,2018-01-03 18:00:00,-1.2727027777388218,36.913084389628544,0
1515002400-1.336.9,2018-01-03 18:00:00,-1.5963962876843827,36.98302676730654,0
1515006000-1.137.0,2018-01-03 19:00:00,-1.1763734022838535,36.96996623388223,0
1515006000-1.336.9,2018-01-03 19:00:00,-1.4531121633908872,36.8995562304307,0
1515006000-1.236.9,2018-01-03 19:00:00,-1.1438108040107209,37.06683219788275,0
1515006000-1.236.9,2018-01-03 19:00:00,-1.2111338291885214,37.079644266787085,0
1515006000-1.436.9,2018-01-03 19:00:00,-1.3889319591005942,36.80172358175719,0
1515006000-1.336.7,2018-01-03 19:00:00,-1.297940054798505,36.814397654984916,0
1515006000-1.236.9,2018-01-03 19:00:00,-1.0234128601809973,36.970332305045766,0
1515006000-1.236.6,2018-01-03 19:00:00,-1.2504496729949213,36.7816987000581,0
1515006000-1.336.9,2018-01-03 19:00:00,-1.5213033949476111,36.938959119072216,0
1515006000-1.336.8,2018-01-03 19:00:00,-1.1750062857219081,36.745239557011274,0
1515006000-2.737.9,2018-01-03 19:00:00,-2.471997848812682,37.91988493472399,0
1515009600-1.336.9,2018-01-03 20:00:00,-1.2928660769489064,36.871584629080786,0
1515009600-1.137.0,2018-01-03 20:00:00,-1.1046438785592314,36.7920876913439,0
1515009600-1.336.8,2018-01-03 20:00:00,-1.1020063127792772,36.791256460928075,0
1515009600-1.236.9,2018-01-03 20:00:00,-1.2627724123958286,37.12512580380449,0
1515013200-1.336.8,2018-01-03 21:00:00,-1.3686921358850126,36.65972683419657,0
1515013200-1.236.9,2018-01-03 21:00:00,-1.1003690324229436,36.955079889579096,0
1515013200-1.336.9,2018-01-03 21:00:00,-1.4408854111460567,36.966054531867606,0
1515013200-1.336.9,2018-01-03 21:00:00,-1.3925479990010539,37.00022113361722,0
1515013200-1.336.9,2018-01-03 21:00:00,-1.1208560621070502,36.81814460661426,0
1515013200-1.336.9,2018-01-03 21:00:00,-1.4047252190248862,36.883272696290824,0
1515013200-1.336.9,2018-01-03 21:00:00,-1.3237726500466838,36.92676387136157,0
1515013200-1.236.9,2018-01-03 21:00:00,-1.2040068693519375,36.83376240269733,0
1515013200-1.137.1,2018-01-03 21:00:00,-0.9553436920748113,37.0707931746876,0
1515016800-0.937.7,2018-01-03 22:00:00,-0.8259101070750742,37.492229772871916,0
1515016800-1.336.8,2018-01-03 22:00:00,-1.3551571643376052,36.82745736897551,0
1515016800-1.336.8,2018-01-03 22:00:00,-1.5452816831243879,36.91216525872885,0
1515020400-1.236.9,2018-01-03 23:00:00,-1.2692301733966678,36.86546683008571,0
1515020400-1.336.8,2018-01-03 23:00:00,-1.264968716388453,36.72544307934837,0
1515020400-1.336.8,2018-01-03 23:00:00,-1.4825920066786162,36.87596340290348,0
1515020400-1.336.9,2018-01-03 23:00:00,-1.3477973379086494,36.90062039915457,0
1515020400-1.336.8,2018-01-03 23:00:00,-1.597074676863543,36.81098963566529,0
1515024000-1.336.8,2018-01-04 00:00:00,-1.2839236169902135,36.78735650101903,0
1515024000-1.336.8,2018-01-04 00:00:00,-1.6642039282241439,36.66059121625695,0
1515027600-1.336.8,2018-01-04 01:00:00,-1.2514544359048734,36.882755421347404,0
1515031200-1.037.1,2018-01-04 02:00:00,-1.071264848874437,37.0507258108392,0
1515034800-1.336.9,2018-01-04 03:00:00,-1.2479711971835155,36.82782002910916,0
1515034800-1.336.8,2018-01-04 03:00:00,-1.2425252939976503,36.75065729633164,0
1515038400-1.236.8,2018-01-04 04:00:00,-1.1261154890997782,36.6663146100898,0
1515042000-1.236.9,2018-01-04 05:00:00,-1.321673217225079,36.92013872474519,0
1515045600-1.336.9,2018-01-04 06:00:00,-1.2026245003712146,36.820925053459234,0
1515045600-1.436.9,2018-01-04 06:00:00,-1.3525080420317581,36.93260751376807,0
1515045600-1.436.9,2018-01-04 06:00:00,-1.2581666606164783,36.8725140301302,0
1515045600-1.236.7,2018-01-04 06:00:00,-1.1739190049120969,36.72112633520541,0
1515045600-1.236.9,2018-01-04 06:00:00,-1.1647878329075187,37.111468916722025,0
1515045600-1.336.9,2018-01-04 06:00:00,-1.2017989725161662,37.20663385891537,0
1515052800-1.336.8,2018-01-04 08:00:00,-1.1867808721448372,36.68633889175362,0
1515052800-1.336.9,2018-01-04 08:00:00,-1.3454174000916723,36.704112487977476,0
1515052800-1.236.9,2018-01-04 08:00:00,-1.2127749671308385,36.946209590269916,0
1515052800-1.336.8,2018-01-04 08:00:00,-1.2642238803288062,36.82234349484635,0
1515052800-1.336.9,2018-01-04 08:00:00,-1.3644868605621516,36.90199071176583,0
1515052800-1.336.8,2018-01-04 08:00:00,-1.1830275901951965,36.746621685039955,0
1515052800-1.537.1,2018-01-04 08:00:00,-1.5074340584823478,36.938855281641914,0
1515052800-1.336.8,2018-01-04 08:00:00,-1.2308066240608713,36.77622535964782,0
1515052800-1.336.8,2018-01-04 08:00:00,-1.179686807775679,36.8522817703079,0
1515056400-1.436.9,2018-01-04 09:00:00,-1.395194678918922,36.88570283913983,0
1515060000-1.236.9,2018-01-04 10:00:00,-1.3282777091752782,36.92883538048426,0
1515060000-1.336.8,2018-01-04 10:00:00,-1.3129589928374956,36.682415894317316,0
1515063600-1.336.8,2018-01-04 11:00:00,-1.2386402970369723,36.80096558930889,0
1515067200-1.137.0,2018-01-04 12:00:00,-1.2679280485865392,36.96572094206437,0
1515067200-1.336.8,2018-01-04 12:00:00,-1.2531886364376486,36.72064603710303,0
1515070800-1.137.0,2018-01-04 13:00:00,-1.1163307127512627,36.86928151614006,0
1515074400-1.336.8,2018-01-04 14:00:00,-1.3005486558733954,36.67602700752706,0
1515078000-1.436.7,2018-01-04 15:00:00,-1.4338898942632596,36.6864275490578,0
1515078000-1.336.7,2018-01-04 15:00:00,-1.2928412250102526,36.66210456588358,0
1515078000-1.236.9,2018-01-04 15:00:00,-1.2369816310680644,36.93548879455884,0
1515081600-1.336.8,2018-01-04 16:00:00,-1.3092037249547657,36.69763082664661,0
1515081600-1.436.8,2018-01-04 16:00:00,-1.3252108305999308,36.889554786155486,0
1515085200-1.336.8,2018-01-04 17:00:00,-1.3392322793272462,36.90018421532532,0
1515085200-1.336.8,2018-01-04 17:00:00,-1.4522695281772402,36.85334522522082,0
1515088800-1.236.8,2018-01-04 18:00:00,-1.1122495621102386,36.83733163348883,0
1515088800-1.336.9,2018-01-04 18:00:00,-1.3215104413875702,36.80647745382861,0
1515088800-1.336.9,2018-01-04 18:00:00,-1.3395572543514276,36.86027198772159,0
1515088800-1.436.9,2018-01-04 18:00:00,-1.3097152962611927,36.82129858431357,0
1515092400-1.236.7,2018-01-04 19:00:00,-1.187576663056006,36.62444586761139,0
1515092400-1.336.8,2018-01-04 19:00:00,-1.127585211110388,36.70314942012691,0
1515092400-2.037.1,2018-01-04 19:00:00,-1.9965905279941536,37.05933465976661,0
1515096000-1.236.7,2018-01-04 20:00:00,-1.233888415428051,36.63423547793359,0
1515096000-1.236.9,2018-01-04 20:00:00,-1.2236230551224594,36.93716779779374,0
1515096000-1.137.1,2018-01-04 20:00:00,-1.0373620333967082,37.31882181244933,0
1515096000-1.336.8,2018-01-04 20:00:00,-1.3254412345956599,36.88863368495884,0
1515099600-1.436.9,2018-01-04 21:00:00,-1.4113177768026728,36.929662726658904,0
1515099600-1.336.8,2018-01-04 21:00:00,-1.2667860249335592,36.67161854767509,0
1515099600-1.537.0,2018-01-04 21:00:00,-1.315803949578821,37.0289267345959,0
1515099600-1.236.9,2018-01-04 21:00:00,-1.3258676411879098,36.85869749206011,0
1515099600-1.336.8,2018-01-04 21:00:00,-1.2852953153699749,36.79348082704966,0
1515103200-1.436.7,2018-01-04 22:00:00,-1.4762723924853496,36.87890908036796,0
1515103200-1.336.8,2018-01-04 22:00:00,-1.4613594400866965,36.58187361627078,0
1515103200-1.236.8,2018-01-04 22:00:00,-1.1990629610104553,36.9427580814376,0
1515106800-1.237.0,2018-01-04 23:00:00,-1.2025850432878658,37.129890772137074,0
1515106800-1.336.8,2018-01-04 23:00:00,-1.1263907241478555,36.96931719588815,0
1515106800-1.336.8,2018-01-04 23:00:00,-1.1328297300400425,36.91833142290931,0
1515114000-1.236.9,2018-01-05 01:00:00,-1.2071904308830954,36.82036900320004,0
1515114000-1.537.1,2018-01-05 01:00:00,-1.4061690406785037,37.08590242031029,0
1515117600-1.336.9,2018-01-05 02:00:00,-1.1783539504831009,36.999761207854625,0
1515121200-1.336.7,2018-01-05 03:00:00,-1.2417022460455827,36.576256392485774,0
1515121200-1.437.0,2018-01-05 03:00:00,-1.4423725505103326,36.964513912046996,0
1515121200-1.236.9,2018-01-05 03:00:00,-1.33648573138319,36.81013330870037,0
1515121200-1.336.8,2018-01-05 03:00:00,-1.3448895156664102,36.71098596107673,0
